node,total_count,file_count,unique_per_file,level,avg_per_file,pct_files
./clinical_results/outcome_list/outcome/measure/description,898,128,False,5,7.015625,0.128
./clinical_results/outcome_list/outcome/measure/population,822,110,False,5,7.472727272727273,0.11
./clinical_results/reported_events/group_list/group/title,330,132,False,5,2.5,0.132
./clinical_results/reported_events/group_list/group/description,323,129,False,5,2.503875968992248,0.129
./clinical_results/reported_events/serious_events/category_list/category/title,823,132,False,6,6.234848484848484,0.132
./clinical_results/reported_events/serious_events/category_list/category/event_list/event/sub_title,3957,132,False,8,29.977272727272727,0.132
./clinical_results/reported_events/serious_events/category_list/category/event_list/event/counts,10627,132,False,8,80.50757575757575,0.132
./clinical_results/reported_events/other_events/frequency_threshold,132,132,True,4,1.0,0.132
./clinical_results/reported_events/other_events/category_list/category/title,1014,132,False,6,7.681818181818182,0.132
./clinical_results/reported_events/other_events/category_list/category/event_list/event/sub_title,3914,132,False,8,29.651515151515152,0.132
./clinical_results/reported_events/other_events/category_list/category/event_list/event/counts,10523,132,False,8,79.71969696969697,0.132
./clinical_results/certain_agreements/pi_employee,132,132,True,3,1.0,0.132
./clinical_results/certain_agreements/restrictive_agreement,131,131,True,3,1.0,0.131
./clinical_results/point_of_contact/name_or_title,132,132,True,3,1.0,0.132
./clinical_results/point_of_contact/organization,132,132,True,3,1.0,0.132
./clinical_results/point_of_contact/phone,119,119,True,3,1.0,0.119
./clinical_results/point_of_contact/email,107,107,True,3,1.0,0.107
./reference/citation,1093,170,False,2,6.429411764705883,0.17
./reference/PMID,1030,167,False,2,6.167664670658683,0.167
./results_reference/citation,239,63,False,2,3.7936507936507935,0.063
./results_reference/PMID,211,63,False,2,3.3492063492063493,0.063
./number_of_groups,118,118,True,1,1.0,0.118
./link/url,177,147,False,2,1.2040816326530612,0.147
./link/description,161,132,False,2,1.2196969696969697,0.132
./last_known_status,95,95,True,1,1.0,0.095
./target_duration,19,19,True,1,1.0,0.019
./location/contact/phone_ext,37,28,False,3,1.3214285714285714,0.028
./study_docs/study_doc/doc_id,48,7,False,3,6.857142857142857,0.007
./study_docs/study_doc/doc_type,49,8,False,3,6.125,0.008
./study_docs/study_doc/doc_url,49,8,False,3,6.125,0.008
./study_docs/study_doc/doc_comment,49,8,False,3,6.125,0.008
./clinical_results/participant_flow/pre_assignment_details,60,60,True,3,1.0,0.06
./clinical_results/participant_flow/period_list/period/drop_withdraw_reason_list/drop_withdraw_reason/title,381,89,False,7,4.280898876404494,0.089
./clinical_results/participant_flow/period_list/period/drop_withdraw_reason_list/drop_withdraw_reason/participants_list/participants,1091,89,False,8,12.258426966292134,0.089
./clinical_results/outcome_list/outcome/measure/class_list/class/title,2516,61,False,7,41.24590163934426,0.061
./clinical_results/outcome_list/outcome/measure/dispersion,603,109,False,5,5.532110091743119,0.109
./clinical_results/reported_events/time_frame,80,80,True,3,1.0,0.08
./study_design_info/intervention_model_description,77,77,True,2,1.0,0.077
./provided_document_section/provided_document/document_type,46,24,False,3,1.9166666666666667,0.024
./provided_document_section/provided_document/document_has_protocol,46,24,False,3,1.9166666666666667,0.024
./provided_document_section/provided_document/document_has_icf,46,24,False,3,1.9166666666666667,0.024
./provided_document_section/provided_document/document_has_sap,46,24,False,3,1.9166666666666667,0.024
./provided_document_section/provided_document/document_date,46,24,False,3,1.9166666666666667,0.024
./provided_document_section/provided_document/document_url,46,24,False,3,1.9166666666666667,0.024
./id_info/nct_alias,32,10,False,2,3.2,0.01
./overall_contact_backup/last_name,124,124,True,2,1.0,0.124
./overall_contact_backup/phone,113,113,True,2,1.0,0.113
./overall_contact_backup/email,120,120,True,2,1.0,0.12
./oversight_info/is_us_export,50,50,True,2,1.0,0.05
./location/investigator/last_name,414,119,False,3,3.4789915966386555,0.119
./location/investigator/role,414,119,False,3,3.4789915966386555,0.119
./clinical_results/baseline/measure_list/measure/description,42,20,False,5,2.1,0.02
./clinical_results/reported_events/desc,56,56,True,3,1.0,0.056
./study_design_info/masking_description,30,30,True,2,1.0,0.03
./pending_results/submitted,29,16,False,2,1.8125,0.016
./pending_results/returned,26,15,False,2,1.7333333333333334,0.015
./eligibility/gender_based,11,11,True,2,1.0,0.011
./eligibility/gender_description,8,8,True,2,1.0,0.008
./location/contact_backup/phone_ext,13,13,True,3,1.0,0.013
./clinical_results/participant_flow/recruitment_details,52,52,True,3,1.0,0.052
./clinical_results/reported_events/serious_events/default_vocab,63,63,True,4,1.0,0.063
./clinical_results/reported_events/serious_events/default_assessment,74,74,True,4,1.0,0.074
./clinical_results/reported_events/other_events/default_vocab,70,70,True,4,1.0,0.07
./clinical_results/reported_events/other_events/default_assessment,92,92,True,4,1.0,0.092
./overall_contact/phone_ext,31,31,True,2,1.0,0.031
./overall_contact_backup/phone_ext,17,17,True,2,1.0,0.017
./responsible_party/name_title,83,83,True,2,1.0,0.083
./responsible_party/organization,83,83,True,2,1.0,0.083
./oversight_info/is_unapproved_device,18,18,True,2,1.0,0.018
./oversight_info/is_ppsd,14,14,True,2,1.0,0.014
./clinical_results/baseline/measure_list/measure/population,11,5,False,5,2.2,0.005
./clinical_results/outcome_list/outcome/analysis_list/analysis/group_id_list/group_id,967,56,False,7,17.267857142857142,0.056
./clinical_results/outcome_list/outcome/analysis_list/analysis/non_inferiority_type,451,56,False,6,8.053571428571429,0.056
./clinical_results/outcome_list/outcome/analysis_list/analysis/p_value,342,45,False,6,7.6,0.045
./clinical_results/outcome_list/outcome/analysis_list/analysis/method,342,45,False,6,7.6,0.045
./clinical_results/limitations_and_caveats,26,26,True,2,1.0,0.026
./clinical_results/baseline/population,28,28,True,3,1.0,0.028
./clinical_results/outcome_list/outcome/analysis_list/analysis/method_desc,107,18,False,6,5.944444444444445,0.018
./clinical_results/outcome_list/outcome/analysis_list/analysis/param_type,366,43,False,6,8.511627906976743,0.043
./clinical_results/outcome_list/outcome/analysis_list/analysis/param_value,366,43,False,6,8.511627906976743,0.043
./clinical_results/outcome_list/outcome/analysis_list/analysis/dispersion_type,142,13,False,6,10.923076923076923,0.013
./clinical_results/outcome_list/outcome/analysis_list/analysis/dispersion_value,142,13,False,6,10.923076923076923,0.013
./clinical_results/outcome_list/outcome/analysis_list/analysis/ci_percent,357,41,False,6,8.707317073170731,0.041
./clinical_results/outcome_list/outcome/analysis_list/analysis/ci_n_sides,286,40,False,6,7.15,0.04
./clinical_results/outcome_list/outcome/analysis_list/analysis/ci_lower_limit,349,38,False,6,9.18421052631579,0.038
./clinical_results/outcome_list/outcome/analysis_list/analysis/ci_upper_limit,350,39,False,6,8.974358974358974,0.039
./clinical_results/outcome_list/outcome/analysis_list/analysis/p_value_desc,113,20,False,6,5.65,0.02
./clinical_results/outcome_list/outcome/analysis_list/analysis/estimate_desc,78,17,False,6,4.588235294117647,0.017
./clinical_results/reported_events/other_events/category_list/category/event_list/event/description,87,10,False,8,8.7,0.01
./clinical_results/outcome_list/outcome/analysis_list/analysis/groups_desc,172,26,False,6,6.615384615384615,0.026
./disposition_first_submitted,22,22,True,1,1.0,0.022
./disposition_first_submitted_qc,22,22,True,1,1.0,0.022
./disposition_first_posted,22,22,True,1,1.0,0.022
./patient_data/ipd_info_type,37,13,False,2,2.8461538461538463,0.013
./patient_data/ipd_time_frame,13,13,True,2,1.0,0.013
./patient_data/ipd_access_criteria,13,13,True,2,1.0,0.013
./patient_data/ipd_url,7,7,True,2,1.0,0.007
./clinical_results/reported_events/serious_events/category_list/category/event_list/event/description,10,7,False,8,1.4285714285714286,0.007
./clinical_results/reported_events/other_events/category_list/category/event_list/event/assessment,69,5,False,8,13.8,0.005
./pending_results/submission_canceled,1,1,True,2,1.0,0.001
./clinical_results/outcome_list/outcome/measure/class_list/class/analyzed_list/analyzed/units,782,11,False,9,71.0909090909091,0.011
./clinical_results/outcome_list/outcome/measure/class_list/class/analyzed_list/analyzed/scope,782,11,False,9,71.0909090909091,0.011
./clinical_results/outcome_list/outcome/measure/class_list/class/analyzed_list/analyzed/count_list/count,1911,11,False,10,173.72727272727272,0.011
./clinical_results/baseline/measure_list/measure/class_list/class/analyzed_list/analyzed/units,15,2,False,9,7.5,0.002
./clinical_results/baseline/measure_list/measure/class_list/class/analyzed_list/analyzed/scope,15,2,False,9,7.5,0.002
./clinical_results/baseline/measure_list/measure/class_list/class/analyzed_list/analyzed/count_list/count,60,2,False,10,30.0,0.002
./clinical_results/outcome_list/outcome/analysis_list/analysis/non_inferiority_desc,20,7,False,6,2.857142857142857,0.007
./clinical_results/outcome_list/outcome/measure/class_list/class/category_list/category/title,128,5,False,9,25.6,0.005
./clinical_results/outcome_list/outcome/measure/units_analyzed,10,4,False,5,2.5,0.004
./clinical_results/outcome_list/outcome/posting_date,4,3,False,4,1.3333333333333333,0.003
